,x,y,class
苏47-7-74,4221555.0,19234040.0,0.0
苏47-22-76,4211070.8,19234376.04,2.0
苏47-7-75,4221555.0,19234050.0,0.0
苏47-9-74,4221476.06,19234056.55,2.0
苏47-20-75,4211246.17,19234249.12,2.0
苏47-20-76,4211078.6,19234369.8,1.0
苏47-9-76,4220917.14,19234551.99,1.0
苏47-9-75,4221476.49,19234066.33,1.0
苏47-28-69,4205297.08,19230784.67,
苏47-8-69,4221084.05,19231272.27,0.0
苏47-11-77,4220486.33,19235029.51,0.0
苏47-10-75,4221476.77,19234074.95,1.0
苏47-9-77,4221110.14,19235051.16,0.0
苏47-28-68,4205328.91,19230270.07,1.0
苏47-13-77,4217702.33,19235670.11,1.0
苏47-10-76,4220280.49,19234448.87,1.0
苏47-12-80C2,4217901.26,19238107.46,0.0
苏47-10-74,4220302.19,19233454.47,
苏47-11-76,4221477.1,19234448.87,
苏47-12-78C1,4218317.99,19236064.18,0.0
苏47-9-73,4220844.83,19233069.72,1.0
苏47-20-78,4211418.9,19235981.42,0.0
苏47-12-82H1,4218952.45,19238542.06,
苏47-10-77,4220486.33,19235029.51,2.0
苏47-1-74,4226848.46,19233714.06,2.0
苏47-9-82,4220770.8,19238753.86,1.0
苏47-12-81H1,4218980.87,19238036.36,
苏47-14-80,4216549.05,19237567.09,0.0
苏47-16-81C1,4215898.25,19238621.25,1.0
苏47-11-80,4218316.71,19236054.35,1.0
苏47-9-81,4220730.0,19238648.0,0.0
苏47-20-79,4211420.16,19235991.43,1.0
苏47-17-73,4213613.0,19233954.0,1.0
苏47-15-81,4215935.37,19238125.22,1.0
苏47-21-78,4211394.0,19235870.0,0.0
苏47-2-75,4226217.31,19234228.35,2.0
苏47-20-84,4211437.66,19239162.58,1.0
苏47-2-73,4226666.27,19234511.88,0.0
苏47-26-70,4206570.03,19231625.72,1.0
苏47-18-73,4213551.0,19233916.0,2.0
苏47-16-80,4215275.84,19237554.09,1.0
苏47-9-79C1,4220662.88,19237596.28,1.0
苏47-17-75,4214168.62,19234452.13,0.0
苏47-20-77,4212156.97,19235758.28,2.0
苏47-10-79,4220562.16,19237614.91,1.0
苏47-19-74,4212904.6,19233967.28,1.0
苏47-5-83,4224025.94,19237610.55,1.0
苏47-13-79,4218314.96,19236044.54,1.0
苏47-21-79,4211434.0,19236747.0,2.0
苏47-14-82,4216555.68,19238589.01,1.0
苏47-14-81,4216576.86,19238043.19,1.0
苏47-20-83,4211447.8,19238647.46,0.0
苏47-15-80,4215945.14,19237641.38,1.0
苏47-18-74C1,4213602.98,19233971.3,0.0
苏47-8-81,4220732.43,19238657.6,1.0
苏47-7-82,4220773.88,19238763.6,1.0
苏47-18-75,4213537.76,19234555.57,2.0
苏47-9-82C1,4221374.53,19239594.53,2.0
苏48-22-73,4227467.11,19234092.19,2.0
苏47-26-71,4206505.92,19232139.08,0.0
苏47-16-82,4215724.16,19239284.18,1.0
苏47-15-82C1,4216600.16,19239253.37,1.0
苏47-2-74,4226661.23,19234520.61,2.0
苏47-19-73,4212839.49,19233925.59,1.0
苏47-8-79,4220672.67,19237594.81,1.0
苏47-22-77,4210814.0,19235744.0,0.0
苏47-9-79,4220572.22,19237612.48,2.0
苏47-15-84,4216590.66,19239913.59,0.0
苏47-8-80,4220682.6,19237593.47,0.0
苏47-15-74C7,4215772.0,19233382.0,1.0
苏47-15-82,4215951.88,19239263.84,0.0
苏47-30-70,4203285.5,19231567.0,1.0
苏47-13-82,4218628.81,19238103.19,0.0
苏47-17-74,4213608.0,19233962.0,0.0
苏47-13-76,4218313.48,19236034.32,1.0
苏47-16-81,4215937.0,19238106.0,0.0
苏47-20-82,4211453.6,19238639.48,0.0
苏47-16-75C1,4216100.24,19234902.96,
苏47-14-76,4216127.0,19234814.0,2.0
苏47-7-83,4220777.2,19238773.09,2.0
苏47-9-82C2,4220714.0,19238864.0,1.0
苏47-7-81,4220735.0,19238668.0,0.0
苏47-16-83,4215734.0,19239284.0,0.0
苏47-5-84,4224024.36,19239259.36,1.0
苏47-22-78,4211399.0,19235890.0,0.0
苏47-14-84,4215848.0,19239274.0,0.0
苏47-26-69,4206528.1,19231160.52,1.0
苏47-19-75,4213498.03,19234013.85,1.0
苏47-18-74,4213542.0,19233934.0,1.0
苏48-22-72,4226656.24,19234529.38,1.0
苏47-14-83,4217268.84,19239417.49,2.0
苏47-15-74,4215734.0,19233294.0,2.0
苏47-16-81C7,4215234.97,19238516.06,0.0
苏47-30-69,4203286.97,19231557.47,0.0
苏47-14-75,4216158.75,19234704.75,1.0
苏47-18-76,4213598.0,19233980.0,1.0
苏47-8-83,4220720.0,19238860.0,1.0
苏47-8-82,4220737.0,19238678.0,1.0
苏47-9-80,4220581.98,19237610.55,1.0
苏47-15-75,4216125.0,19234822.0,0.0
苏47-15-78C3,4216108.78,19236599.35,1.0
苏47-27-71,4205956.14,19231945.99,1.0
苏47-30-71,4203283.88,19231577.73,0.0
苏47-15-83,4215858.0,19239274.0,
苏47-11-75,4218837.36,19233989.26,0.0
苏47-19-76,4213493.47,19234022.29,1.0
苏47-14-79,4216087.74,19236702.56,2.0
苏47-14-77,4216500.0,19235767.0,2.0
苏47-15-74C4,4215731.0,19233284.0,1.0
苏47-14-74,4216157.31,19234714.11,2.0
苏47-15-78C1,4216107.63,19236607.01,2.0
苏47-29-69,4206528.1,19231160.52,1.0
苏47-27-69,4206676.0,19231628.0,2.0
苏47-15-78C2,4216086.0,19236710.0,1.0
苏47-14-78,4216133.08,19236504.84,2.0
苏47-15-78C4,4216106.2,19236615.49,2.0
苏47-26-69H1,4206682.0,19231484.0,
苏47-12-75,4218829.08,19233977.48,1.0
苏47-16-75C3,4216119.0,19234836.0,0.0
苏47-31-70,4203270.31,19231666.54,2.0
苏47-17-76,4213488.15,19234030.78,2.0
苏47-15-78,4216131.14,19236512.29,1.0
苏47-15-79,4216083.67,19236718.17,0.0
苏47-15-75C7,4216156.01,19234723.3,0.0
苏47-11-74C1,4218823.42,19233969.69,2.0
苏47-31-69,4203272.05,19231656.59,1.0
苏47-15-75C2,4216117.0,19234844.0,1.0
苏47-26-70H2,4206684.0,19231474.0,
苏47-21-82,4211497.47,19238545.93,1.0
苏47-26-70H1,4206679.0,19231620.0,
苏47-11-74C3,4218779.8,19233909.03,0.0
苏47-21-83,4211398.26,19238709.5,2.0
苏47-19-82,4211493.0,19238552.0,1.0
苏47-19-84,4211394.23,19238716.39,0.0
苏47-11-74,4218775.4,19233902.28,2.0
苏47-16-76,4216098.1,19234910.31,1.0
苏47-33-76,4201234.36,19234717.75,0.0
苏47-21-84,4211389.2,19238723.73,2.0
苏47-20-83H1,4211487.98,19238558.87,
苏47-11-74C5,4218770.81,19233895.63,2.0
苏47-33-75,4201232.0,19234710.0,0.0
苏47-33-77,4201235.65,19234725.52,0.0
苏47-5-82,4224104.0,19238803.0,0.0
苏47-18-83,4213458.49,19239308.73,0.0
苏47-11-74H2,4218762.45,19234050.67,
苏47-33-76C1,4201230.51,19234702.38,0.0
苏47-18-81,4213438.383,19239416.05,1.0
苏47-4-83,4224103.0,19238795.0,2.0
苏47-13-84,4218146.0,19239568.0,0.0
苏47-33-76C4,4201155.0,19234702.0,0.0
苏47-20-85,4211432.0,19239131.0,1.0
苏47-23-75,4209598.0,19233650.0,2.0
苏47-23-78,4209298.0,19235748.08,1.0
苏47-12-84,4218151.0,19239562.0,2.0
苏47-6-80,4223263.34,19237464.48,1.0
苏47-33-76C2,4201157.23,19234709.03,1.0
苏47-23-69,4209290.09,19231236.8,1.0
苏47-21-85,4211439.0,19239135.0,1.0
苏47-23-73,4209599.88,19233642.15,1.0
苏47-1-77,4226769.74,19235292.89,0.0
苏47-5-83H2,4224114.36,19238922.26,
苏47-6-79,4223267.35,19237471.32,2.0
苏47-23-77C2,4209296.9,19235740.0,1.0
苏47-23-68,4209289.3,19231229.07,1.0
苏47-11-84,4218191.06,19239501.92,
苏47-1-78,4226761.61,19235293.48,1.0
苏47-33-71,4201322.58,19232141.41,0.0
苏47-6-81,4223271.6,19237478.23,0.0
苏47-23-77,4209284.31,19235650.17,1.0
苏47-1-76,4226753.62,19235294.0,1.0
苏47-11-83,4218195.92,19239494.94,1.0
苏47-33-72,4201438.87,19232149.11,0.0
苏47-23-68H1,4209299.0,19231314.0,
苏47-6-85,4222472.56,19240143.65,0.0
苏47-7-85,4222466.15,19240138.76,
苏47-10-78,4220304.33,19235661.89,2.0
苏47-7-84,4222459.85,19240134.18,1.0
苏47-23-70,4209289.35,19231437.27,0.0
苏47-3-83C1,4225862.11,19239189.38,1.0
苏47-6-84,4222453.75,19240129.23,1.0
苏47-13-75,4217419.33,19234633.59,0.0
苏47-3-83C4,4225864.28,19239181.63,0.0
苏47-22-80,4210932.21,19237475.91,0.0
苏47-23-77C4,4209282.0,19235635.0,0.0
苏47-10-78C5,4220306.57,19235670.35,2.0
苏47-14-72,4215714.31,19233327.61,0.0
苏47-13-75C3,4217424.57,19234639.6,1.0
苏47-10-78C7,4220308.64,19235677.91,1.0
苏47-23-69H1,4209297.0,19231438.0,
苏47-23-77C6,4209281.2,19235627.31,1.0
苏47-22-79,4210934.82,19237467.62,0.0
苏47-10-78C1,4220310.768999999,19235685.64,
苏47-13-75C1,4217429.69,19234645.49,0.0
苏47-22-81,4210937.24,19237460.06,0.0
苏47-23-70H1,4209305.31,19231439.84,
苏47-10-78C3,4220313.03,19235693.42,0.0
苏47-53-73,4186017.9839999997,19233369.42,1.0
尔1,4210056.61,19214170.5,0.0
苏143,4222259.96,18739593.68,
苏160,4205201.53,19208781.21,1.0
苏195,4216758.18,18736130.46,
苏185,4193801.92,19219392.54,0.0
苏173,4213181.08,18745172.04,0.0
苏151,4183866.85,18763524.25,1.0
苏148,4198053.2,19210746.81,0.0
苏149,4186185.21,19222856.52,1.0
苏179,4208895.81,18724676.79,0.0
苏187,4174633.0,18761254.0,2.0
苏309,4188903.4,19227988.71,
苏47-56-77,4182986.63,19234884.17,
苏47-41-78,4195038.11,19235642.17,
苏47-38-76,4197359.54,19234448.46,
苏47-56-78,4182985.91,19235478.95,
苏47-12-37,4218570.86,19211978.73,
苏47-2-41,4224757.27,18739457.33,
苏47-2-35,4226538.0,19210702.0,
苏47-12-36,4218747.65,19211428.98,
苏47-9-35,4220494.39,19210464.96,
苏47-15-36,4215914.72,19211442.72,
苏47-4-30,4225224.99,19207476.71,
苏47-19-36,4212425.13,19211466.5,
苏47-12-39,4218597.75,19212615.13,
苏47-22-50,4210432.27,19219386.47,
苏47-7-34,4222400.88,19210156.16,
苏47-9-39,4220438.24,19212544.37,
苏47-4-33,4224974.98,19209485.08,
苏47-7-30,4222304.92,19207495.71,
苏47-24-39,4208647.74,19212730.04,
苏47-26-43,4206639.03,19215501.77,
苏47-31-52,4203422.05,19220423.71,
苏47-5-43,4224087.65,19215459.3,
苏120-97-87,4202801.07,19195700.61,
苏47-52-52,4186575.72,19220535.26,
苏47-59-71,4180646.82,19232035.44,
苏47-20-46,4211982.03,19216798.12,
苏47-58-76,4181042.13,18734587.06,
苏47-30-46,4204001.49,19216770.99,
苏47-46-44,4191040.97,19215882.74,
苏47-5-45,4223641.75,19216376.52,
苏47-46-50,4191041.0,19219383.69,
苏47-54-67,4185038.01,19229274.77,
苏47-15-44,4215897.99,19216101.42,
苏120-99-89,4201505.05,19196782.63,
苏47-7-45,4222105.35,19216260.29,
苏47-36-43,4198744.98,19215448.69,
苏47-7-42,4222464.47,19214825.49,
苏120-90-87,4206841.12,19195364.41,
苏47-45-41,4192246.01,19214057.72,
苏47-56-59,4183088.55,19225037.84,
苏120-96-93,4203596.09,19199461.82,
苏47-2-55,4226471.05,19221817.15,
苏47-5-49,4223601.19,19218998.94,
苏47-56-56,4183329.42,19223370.61,
苏47-46-41,4191049.04,19214022.72,
苏47-44-53,4192914.17,19221529.98,
苏47-55-55,4183982.04,19222729.71,0.0
苏47-9-38,4220438.0,19211944.0,
苏47-39-38,4197006.49,19212258.26,
苏47-29-21,4204842.51,19202452.88,
苏47-44-58,4192766.06,19224033.6,
苏47-7-41,4222454.6,19214821.75,
苏47-55-50,4183898.7,19219386.46,
苏47-42-48,4194165.51,19218289.06,
苏47-9-40,4220386.1,19212512.43,2.0
苏47-51-50,4186842.29,19219437.77,0.0
苏47-8-24,4221670.35,19203628.63,
苏47-31-24,4203057.91,19203540.11,1.0
苏47-30-26,4203622.05,19204924.84,2.0
苏47-7-44,4222445.28,19214818.11,
苏47-21-40,4211019.98,19213555.09,0.0
苏47-32-39,4202545.02,19212730.0,1.0
苏47-51-48,4186852.61,19218032.63,2.0
苏47-9-47,4220307.64,19217366.59,1.0
苏47-7-34H2,4218649.62,19225441.39,
苏47-56-57,4183314.16,19223960.83,
苏120-86-93,4210046.81,19199121.62,2.0
苏47-51-37,4187221.85,19211612.05,1.0
苏47-54-53,4185101.05,19221128.75,0.0
苏47-42-37,4193995.2,19211449.04,0.0
苏47-7-39,4222329.51,19212840.58,1.0
苏120-88-86,4207979.03,19194965.44,0.0
苏47-54-74,4184944.96,19233981.43,2.0
苏47-2-57,4226463.39,19223584.31,
苏47-54-64,4185057.71,19227581.39,1.0
苏47-57-69,4182504.64,19230694.35,2.0
苏47-53-76,4185714.09,19235130.23,0.0
苏47-61-42,4178908.8,19214682.28,2.0
苏47-4-34,4224710.77,19209984.16,0.0
苏47-66-58,4175020.23,19224391.15,1.0
苏47-12-39H1,4218598.0,19212615.0,
苏47-52-58,4186360.31,19224063.42,2.0
苏47-64-73,4176658.94,19233262.91,2.0
苏47-59-66,4180468.55,19229246.15,1.0
苏47-2-42,4226461.08,19214196.7,0.0
苏47-12-40,4218633.46,19212708.58,0.0
苏47-26-26,4206493.77,19204668.46,2.0
苏47-2-34H2,4226538.74,19210088.86,
苏47-56-58,4183324.4,19224566.02,1.0
苏47-66-52,4175533.39,19220657.67,1.0
苏47-45-74,4191608.31,19233733.76,1.0
苏47-45-69,4191697.98,19230905.76,1.0
苏47-49-75,4188150.75,19234473.06,1.0
苏47-49-73,4188433.31,19233385.52,0.0
苏47-49-74,4188228.93,19233969.73,1.0
苏47-30-45,4203987.79,19216270.4,0.0
苏47-29-47,4204330.44,19216867.3,0.0
苏47-36-47,4199203.84,19217408.29,
苏47-45-72,4191712.52,19232714.24,
苏47-50-74,4187514.38,19233970.4,0.0
苏47-48-75,4188129.0,19234518.0,2.0
苏47-50-73,4187769.03,19233462.1,0.0
苏47-50-75,4188024.55,19234445.21,0.0
苏47-49-76,4188138.0,19234522.0,1.0
苏47-48-73,4189032.75,19233651.88,0.0
苏47-50-76,4188015.7,19234527.04,0.0
苏47-50-77,4187416.4,19235475.24,0.0
苏47-48-74,4188822.81,19234112.96,0.0
苏47-48-76,4188146.0,19234528.0,0.0
苏47-35-67,4199403.68,19229619.27,0.0
苏47-35-66,4205328.81,19230270.05,1.0
苏47-35-65,4199443.33,19228539.5,0.0
苏47-30-66,4203863.67,19229423.61,0.0
苏47-30-67,4203862.0,19229414.0,0.0
苏47-29-66,4203862.0,19229404.0,0.0
苏47-29-68,4203860.0,19229394.0,0.0
苏47-29-67,4203860.0,19229384.0,0.0
苏47-30-68,4203858.0,19229374.0,0.0
苏47-36-70,4198866.5,19231446.7,0.0
苏47-28-58,4205441.45,19224844.77,1.0
苏47-36-69,4198836.0,19231344.0,0.0
苏47-28-57,4205441.467,19224838.93,1.0
苏47-27-79,4206045.7,19235650.0,0.0
苏47-33-67,4201322.58,19230018.92,0.0
苏47-33-69,4201513.51,19231396.94,1.0
苏47-28-75,4205925.03,19233916.15,2.0
苏47-33-70,4201457.1,19231486.87,2.0
苏47-53-72,4186017.9839999997,19233369.42,1.0
苏47-28-74,4205922.79,19233908.48,1.0
苏47-41-73,4195044.0,19233090.0,0.0
苏47-33-69H1,4201506.01,19231400.4,
苏47-33-70H1,4201454.05,19231474.46,
苏47-28-76,4206082.95,19233864.44,0.0
苏47-53-72C6,4186011.32,19233262.81,0.0
苏47-28-73,4206076.0,19233859.81,2.0
苏47-28-75C2,4206069.35,19233855.48,0.0
苏47-28-75C1,4206062.67,19233850.74,1.0
苏47-28-75C5,4206055.72,19233846.3,1.0
苏48-9-71,4240972.73,18758617.51,2.0
苏48-14-79,4236215.99,19237674.65,1.0
苏48-9-74,4241541.97,19234951.34,1.0
苏48-9-73,4241523.47,19234857.07,0.0
苏48-9-70,4241229.77,19233442.15,0.0
苏48-14-80,4236221.06,19237683.45,0.0
苏48-13-82,4237519.81,19239175.51,1.0
苏48-9-75,4241544.48,19234958.97,2.0
苏48-9-71C3,4241229.4,19233433.28,2.0
苏48-9-68C3,4240924.11,19232133.22,0.0
苏48-17-83C3,4232114.44,19240543.49,0.0
苏48-14-79C1,4236224.88,19237690.3,2.0
苏48-19-90,4230321.43,19244297.65,1.0
苏48-14-74,4236511.55,19234996.9,0.0
苏48-17-88,4232968.42,19242726.94,2.0
苏48-9-72,4241228.97,19233425.13,1.0
苏48-9-74C6,4241519.0,19234842.0,1.0
苏48-9-68C1,4240927.86,19232140.15,2.0
苏48-13-82C3,4237519.07,19239167.25,2.0
苏48-4-90,4248720.43,19244946.0,2.0
苏48-13-82C5,4237518.32,19239065.51,0.0
苏48-17-83,4232108.01,19240538.4,1.0
苏48-18-73,4233260.33,19233987.44,2.0
苏48-9-71C1,4241226.79,19233377.51,0.0
苏48-9-68,4240865.56,19232026.99,2.0
苏48-9-71C5,4241226.25,19233369.66,1.0
苏48-18-73C4,4233267.78,19233984.16,2.0
苏48-9-68C6,4240869.39,19232033.87,0.0
苏48-9-68C4,4240873.07,19232041.22,1.0
苏48-9-71C2,4241293.0,19233338.0,1.0
苏41,4242199.0,18758856.2,2.0
苏42,4229290.9,18747241.7,1.0
苏61,4250678.46,18763891.41,1.0
苏62,4231772.0,18759917.94,2.0
苏西86-91,4242853.82,19238001.94,
苏西101-76,4224447.43,18754186.81,
苏48-2-77,4250948.0,18761463.0,
苏140,4233433.39,18741561.55,0.0
苏西91-75,4236873.81,18753556.7,
苏48-17-60,4233679.9,18751973.35,
苏139,4231456.0,18734822.05,
苏48-11-58,4239833.06,18750507.71,
苏西94-91,4233943.0,19237837.0,
苏48-17-51,4233295.48,18746401.42,
苏48-17-74,4234261.37,18760517.95,
苏48-11-79,4240768.41,19237924.89,
苏48-8-80,4243191.26,19239032.63,
苏48-8-60,4243762.69,18751709.95,
苏48-6-87,4246168.04,19242995.62,
苏48-4-89,4248686.05,19244604.31,
苏48-8-65,4243943.81,18754418.82,
苏48-14-88,4236440.2,19243414.66,
苏141,4239792.0,19241303.63,1.0
苏48-12-76,4238621.7,18761480.56,
苏48-6-91,4246254.5,19245166.22,
苏172,4239295.87,18743360.51,1.0
苏48-6-79,4246150.22,19238426.7,
苏48-5-84,4247433.95,19241091.21,
苏48-1-84,4251742.28,19241091.11,
苏48-6-82,4246183.95,19239884.06,
苏48-18-76,4231343.27,18761355.64,
苏48-5-75,4247419.85,19235563.66,
苏48-20-72,4229453.76,19233372.83,
苏48-2-86,4251039.15,19242431.08,
苏48-3-77,4249862.21,19237168.94,
苏48-8-83,4243093.59,19240817.22,
苏48-15-87,4235395.44,19242834.91,
苏48-5-71,4247423.66,19233626.91,
苏48-9-76,4241928.83,18761080.95,
苏48-20-84,4229438.45,19240713.21,
苏48-20-85,4228954.39,19241093.99,
苏48-19-86,4230454.88,19241667.19,
苏48-17-76,4233449.96,19235945.94,
苏48-20-68,4229446.06,19230607.89,
苏48-18-86,4231439.43,19242120.18,
苏48-3-92,4249866.28,19245617.63,
苏48-19-88,4230468.5,19243311.84,
苏48-5-83,4247436.46,19240403.46,
苏48-16-89,4233420.91,19243656.08,
苏48-20-87,4229438.91,19242409.64,
苏48-20-67,4229028.24,18755744.9,
苏48-2-79,4250997.7,19237791.11,
苏48-8-71,4242988.3,18758308.56,
苏48-1-83,4251696.0,19240349.0,
苏48-10-76,4240674.82,18761517.66,
苏48-18-58,4230638.87,18750628.46,
苏48-9-79,4242025.55,19238207.88,
苏48-22-63,4227053.78,18754386.05,
苏48-22-60,4227596.53,19226069.57,
苏48-2-80,4251001.34,19238644.16,
苏48-20-60,4228764.74,18752187.56,
苏48-6-59,4245420.15,18751043.89,
苏48-6-64,4245657.46,18754641.83,
苏48-12-61,4238012.8,18752442.31,
苏48-9-78,4241981.82,19237438.31,
苏48-17-66,4233492.98,19229715.51,
苏48-12-67,4239650.21,19230596.76,
苏48-15-68,4235036.82,18756583.46,
苏48-17-67,4233012.02,18755410.83,
苏48-15-88,4234434.11,19243065.54,
苏48-12-82,4238673.35,19239591.5,
苏48-21-82,4228436.76,19239414.24,
苏48-22-88,4227478.31,19243249.17,
苏48-21-87,4228327.47,19242283.06,
苏48-15-90,4234454.01,19244638.31,
苏48-13-78,4237470.45,19237950.84,
苏48-21-84,4228426.86,19239417.31,
苏48-13-79C3,4236638.31,19237654.93,
苏48-15-88C3,4234444.28,19243063.13,
苏48-17-66C2,4233011.37,18755403.5,
苏48-13-79C2,4236647.44,19237658.1,
苏48-14-67,4237646.66,19230625.46,
苏48-13-67,4218608.48,19225397.47,
苏48-13-52,4225031.17,19229810.14,
苏48-13-79C4,4237471.82,19237960.74,
苏48-22-88C4,4227470.97,19243264.92,
苏48-17-66C1,4233012.96,18755421.66,
苏48-15-88C4,4174633.63,18761254.08,
苏48-13-79,4237473.19,19237970.65,
苏48-21-56,4227529.67,18750054.58,
苏48-21-49,4228428.86,19219921.65,
苏48-17-66C4,4233009.91,18755386.27,
苏48-15-26,4233393.5,18731427.19,
苏48-22-87,4227494.7,19243220.54,
苏48-18-38,4229911.97,18738940.84,
苏48-13-79C1,4237472.81,19237980.78,
苏48-17-91,4232434.1,19244618.54,
苏48-17-90C4,4232437.17,19244558.44,
苏48-17-65,4233008.8,18755376.53,
苏48-13-53,4237376.44,19221494.74,
苏48-17-90C1,4232434.89,19244603.26,
苏48-13-80,4237473.48,19237990.76,
苏48-17-90C3,4232437.95,19244543.46,
苏48-17-66C3,4233008.66,18755366.7,
苏48-22-88C3,4227488.95,19243229.02,
苏48-17-90C2,4232435.67,19244588.28,
苏48-17-64,4232891.75,18754246.31,
苏48-17-89,4232438.7,19244528.62,
苏48-17-87,4232466.3,19242543.57,
苏48-22-88C2,4227476.03,19243256.61,
苏48-16-80,4234420.2,19238577.75,
苏48-17-90,4232436.44,19244573.3,
苏48-19-65,4230123.8,18755016.51,
苏48-20-26,4229694.21,19206163.4,
苏48-19-68,4230227.56,18756894.01,
苏48-21-33,4228434.88,19210514.84,
苏48-20-79,4229493.61,19237893.04,
苏48-15-38,4235384.16,19212999.18,
苏48-20-76,4229416.42,19236186.14,
苏48-16-78,4234457.3,19237423.43,
苏48-9-22,4241981.47,19202873.46,
苏48-10-83,4240781.19,19240582.25,
苏48-15-51,4235453.72,19221457.5,
苏48-7-21,4244454.77,19202985.11,
苏48-9-21,4241976.06,19202884.17,
苏48-13-35,4237157.07,19211557.19,
苏48-17-78,4232437.88,19238105.75,
苏48-9-20,4241970.45,19202895.26,
苏48-18-42,4231401.59,19215763.52,
苏48-17-75,4232401.07,19235036.19,
苏48-18-34,4231481.03,19210921.74,
苏48-15-52,4235458.94,19221467.7,
苏48-14-76,4236487.81,18761451.06,
苏48-9-67,4242021.69,19230616.71,
苏48-17-64H,4233060.03,19228516.39,
苏48-17-41,4233417.78,19214977.05,
苏48-15-86,4234425.11,19241830.33,
苏48-11-64,4240760.84,19228716.07,
苏48-17-37,4233393.43,19212544.31,
苏48-15-53,4235464.93,19221479.26,
苏48-15-89,4234479.14,19243826.58,
苏48-16-84,4233840.23,19241094.65,
苏48-9-53,4242161.55,19221996.66,
苏48-17-26,4233493.7,19206466.98,
苏48-11-29,4239791.75,19208458.51,
苏48-12-37,4238903.49,19212724.39,
苏48-17-79,4232445.86,19238099.68,0.0
苏48-15-33,4235047.81,19210373.44,
苏48-17-85,4232484.8,19241545.99,
苏48-16-71,4234398.95,19232959.23,
苏48-12-42,4238715.23,19215734.47,
苏48-11-63,4240768.53,19228109.67,
苏48-13-50,4237427.71,19219763.93,
苏48-9-36,4241982.12,19212139.63,
苏48-16-46,4234312.26,19217856.71,
苏48-7-29,4244489.05,19207851.32,
苏48-11-41,4239769.15,19214937.8,
苏48-12-85,4238688.15,19241659.5,
苏48-10-87,4240794.94,19242792.11,
苏48-10-89,4240793.61,19243642.95,
苏48-11-30,4239800.56,19208453.77,
苏48-9-39,4242069.44,19213823.72,
苏48-7-85,4244459.73,19241462.37,
苏48-15-25,4235447.61,19205165.69,
苏48-13-44,4237524.01,19216530.94,
苏48-9-27,4242020.03,19206443.84,
苏48-12-46,4238746.44,19217970.31,
苏48-13-49,4237418.15,19219767.06,
苏48-11-32,4239868.83,19209718.83,
苏48-15-47,4235445.26,19218885.16,
苏48-15-81,4235397.85,19238880.83,
苏48-15-29,4235488.88,19207847.88,
苏48-9-43,4241543.74,19216508.99,
苏48-13-42,4237405.72,19215547.58,
苏48-18-67H,4232700.45,19230134.81,
苏48-13-52H1,4237353.27,19221449.27,
苏48-17-24,4232687.27,19205487.71,
苏48-11-40,4239787.78,19214946.12,
苏48-13-48,4237408.66,19219770.2,
苏48-15-32,4235037.86,19210371.76,
苏48-17-52,4233076.6,19221399.77,
苏48-6-33,4246129.77,19210131.04,
苏48-20-40,4229275.52,19214705.77,
苏48-13-45,4237532.13,19216525.03,
苏48-17-36,4233386.98,19212532.55,
苏48-11-42,4239778.7,19214942.05,
苏48-11-71,4239861.83,19233204.21,
苏48-10-74,4240716.96,19235263.46,
苏48-12-38,4235057.65,19210374.7,
苏48-19-65H1,4231001.84,19229135.72,
苏48-18-51,4231564.99,19221126.84,1.0
苏48-22-67,4227619.13,19230272.15,
苏48-7-91,4244461.56,19245283.6,
苏48-14-68,4237432.93,19231341.37,
苏48-11-35,4240459.76,19211930.18,
苏48-11-61,4240459.76,19211930.18,
苏48-7-83,4244358.75,19240125.94,
苏48-15-46,4235455.19,19218885.44,
苏48-7-46,4243930.59,19218423.33,
苏48-7-39,4244452.75,19213850.96,
苏48-17-69,4243930.59,19218423.33,
苏48-9-77,4241968.07,19236898.81,
苏48-21-64,4228456.74,19228131.8,
苏48-19-63,4230561.16,19227911.36,
苏48-14-65,4237389.3,19229440.16,
苏48-14-69,4237393.06,19231890.3,
苏48-15-66,4236474.76,19229875.46,
苏48-14-64,4237410.18,19228728.88,
苏48-21-65,4228611.06,19228757.35,
苏48-13-53H2,4236216.45,19222206.76,
苏48-15-48,4235435.2,19218884.2,
苏48-8-41,4243253.29,19215187.25,
苏48-15-65,4235454.66,19229009.25,0.0
苏48-19-64,4230607.21,19228462.44,
苏48-11-49,4239823.6,19219938.32,
苏48-15-64,4235446.93,19228345.04,
苏48-17-71,4232476.35,19232975.95,
苏48-19-61,4230691.94,19226689.84,
苏48-14-51,4236445.81,19220867.15,
苏48-14-71,4237531.54,19232839.53,
苏48-19-62,4230658.24,19227261.66,
苏48-16-70,4234400.61,19232905.65,
苏48-7-90,4244465.96,19245261.94,
苏48-11-53,4239405.07,19221540.71,
苏48-19-70,4230628.05,19232422.35,
苏48-21-68,4228424.15,19231118.51,
苏48-17-33,4233393.78,19210832.99,
苏48-9-40,4242026.64,19213806.18,
苏48-11-70,4239860.97,19233187.77,
苏48-19-69,4230617.18,19231708.95,
苏48-21-66,4228389.17,19229361.83,
苏48-15-63,4235458.77,19228344.5,
苏48-17-70,4232481.72,19232983.64,
苏48-18-41H2,4231114.95,19215055.15,
苏48-9-48,4242079.22,19219148.34,
苏48-17-34,4233393.84,19210822.96,1.0
苏48-11-72,4239862.47,19233217.81,
苏48-13-47,4237757.1,19218555.3,
苏48-16-45,4234283.94,19217819.21,
苏48-15-71,4236859.5,19233036.94,1.0
